Transaction_itemid,StoreTransactionID,itemid,ItemName,Color,Quantity,VendorID,PricePerItem,TotalPrice,SaleDescripton,perlable,product,weight,OnSale,Putup,ConfirmedRecipt,ShippingDate,TrackingNumber,Shipped,carrier,VendorPaid,orderdate,ColorId,PONumber,backorder,RemoveFromList,Deposit,VendorInvoice,VendorPaidDate
5573,3322,392,Yeoman Elsa Mohair,Putty,2,17,15.00,30.00,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5574,3322,392,Yeoman Elsa Mohair,Grape,1,17,15.00,15.00,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5575,3322,392,Yeoman Elsa Mohair,Rosa,2,17,15.00,30.00,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5576,3322,392,Yeoman Elsa Mohair,Mercury,2,17,15.00,30.00,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5577,3322,392,Yeoman Elsa Mohair,Claret,1,17,15.00,15.00,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5578,3322,392,Yeoman Elsa Mohair,Ivory,6,17,15.00,90.00,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5579,3322,392,Yeoman Elsa Mohair,Charcoal,2,17,15.00,30.00,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5580,3322,392,Yeoman Elsa Mohair,Harebell,1,17,15.00,15.00,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5581,3323,487,Top Down Raglan - Bulky - V Neck - Babies and Kids,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,2013-01-23 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5582,3324,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,2013-01-23 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5583,3325,163,Tamm 3 Ply 3/16,Raspberry 1246,1,4,18.25,18.25,,per pound,Coned Yarn,1.00,0,Cone(s),0,2013-01-21 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5584,3325,163,Tamm 3 Ply 3/16,Admiral Blue 1267,1,4,18.25,18.25,,per pound,Coned Yarn,1.00,0,Cone(s),0,2013-01-21 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5585,3325,163,Tamm 3 Ply 3/16,Light Grey 1290,1,4,18.25,18.25,,per pound,Coned Yarn,1.00,0,Cone(s),0,2013-01-21 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5586,3326,420,Yeoman Fusion Acrylic Cotton,Fuschia,1,17,27.95,27.95,,500 g cone,Coned Yarn,1.00,0,Cone(s),0,2013-01-24 00:00:00.000,csmanningshaub@gmail.com,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5592,3330,420,Yeoman Fusion Acrylic Cotton,Petal,1,17,27.95,27.95,,500 g cone,Coned Yarn,1.00,0,Cone(s),0,2013-01-23 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5593,3330,174,Tamm Rayito 3/15,Dark Grey 3298,1,4,19.75,19.75,$2.00 off each item included in price,per pound,Coned Yarn,1.00,1,Cone(s),0,2013-01-23 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5594,3331,441,Tam and Scarf with G-Carriage,,1,10,18.95,18.95,,book and DAK files,eBooks,0.00,0,eBook,0,2013-01-23 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5595,3332,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5596,3333,483,Top Down Raglan - Standard - V Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5597,3334,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5598,3335,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5599,3335,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5600,3336,483,Top Down Raglan - Standard - V Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5601,3336,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5602,3337,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5603,3338,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5604,3339,486,Top Down Raglan - Bulky - Round Neck - Grownups,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5605,3340,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5606,3341,483,Top Down Raglan - Standard - V Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5607,3341,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5608,3342,355,Yeoman Brittany,Petal,3,17,19.95,59.85,,450 gram cone,Coned Yarn,1.00,0,Cone(s),0,2013-02-12 00:00:00.000,9405511201080845591033,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5609,3343,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5610,3343,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5611,3344,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5612,3345,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5613,3346,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5614,3347,346,Swan Socks,,1,22,12.95,12.95,,,eBooks,0.00,0,eBook,0,2013-01-24 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5615,3348,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5616,3348,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5617,3349,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5618,3350,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5619,3351,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5620,3351,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5621,3351,483,Top Down Raglan - Standard - V Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5622,3351,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5623,3352,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5624,3353,57,Jaggerspun Maine Line 3/8,Natural,1,3,49.00,49.00,,per pound,Coned Yarn,1.00,0,Cone(s),0,2013-02-02 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5625,3353,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,2013-01-24 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5626,3354,487,Top Down Raglan - Bulky - V Neck - Babies and Kids,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5627,3354,482,Top Down Raglan - Bulky - Round Neck - Babies and Kids,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5628,3354,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5629,3354,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5631,3356,62,Linen,Flax,1,2,74.94,74.94,,per pound,Coned Yarn,1.25,0,Cone(s),0,2013-01-30 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5632,3356,374,Yeoman Sport,Sky 15,1,17,32.95,32.95,,,Coned Yarn,1.00,0,Cone(s),0,2013-02-12 00:00:00.000,9405511201080845226164,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5633,3357,484,Top Down Raglan - Bulky - V Neck - Adults,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5634,3358,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5635,3359,392,Yeoman Elsa Mohair,Claret,1,17,20.97,20.97,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-12 00:00:00.000,9405511201080845481648,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5636,3359,392,Yeoman Elsa Mohair,Electric,1,17,20.97,20.97,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-12 00:00:00.000,9405511201080845481648,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5637,3359,392,Yeoman Elsa Mohair,Azelia,1,17,20.97,20.97,,per pound,Coned Yarn,0.70,0,Cone(s),0,2013-02-12 00:00:00.000,9405511201080845481648,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5638,3359,56,Jaggerspun Zephyr Wool-Silk 2/18,Cinnabar,0,3,0.00,0.00,,per pound,Coned Yarn,1.00,0,Cone(s),0,2013-03-15 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5639,3360,483,Top Down Raglan - Standard - V Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5640,3361,422,Signature Hats and Caps,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5641,3362,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5642,3363,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5643,3364,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5644,3365,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5645,3366,269,DVD - Intarsia for Machine Knitting,,1,5,29.95,29.95,,each,Printed Books/DVD,0.20,0,DVD,0,2013-01-24 00:00:00.000,ebbtide2011@gmail.com,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5646,3367,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5647,3368,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5648,3369,422,Signature Hats and Caps,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5649,3370,428,Jodi's Favorite Demos Volume 1,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5652,3372,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5653,3372,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5654,3373,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5655,3374,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5657,3376,346,Swan Socks,,1,22,12.95,12.95,,,eBooks,0.00,0,eBook,0,2013-01-28 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5658,3377,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5669,3388,406,Machine Knitting Workbook Set,,1,16,66.40,66.40,,set of 4,Printed Books/DVD,4.00,0,Set(s),0,2013-01-26 00:00:00.000,CJ492211300US,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5670,3389,54,Jaggerspun Heather 3/8,Hollyberry,1,3,43.00,43.00,,per pound,Coned Yarn,1.00,0,Cone(s),0,2013-02-02 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5671,3390,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5672,3390,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5673,3391,429,Jodi's Favorite Demos Volume 2,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5674,3392,422,Signature Hats and Caps,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5675,3393,425,Top Down Raglan - Standard - Round Neck - for Everyone,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5676,3394,422,Signature Hats and Caps,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5677,3395,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5678,3396,456,Learn Curves and Contours,,1,24,27.95,27.95,,each,eBooks,0.00,0,eBook,0,2013-01-28 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5679,3396,468,Learn Modern Stripes,,1,24,27.95,27.95,,each,eBooks,0.00,0,eBook,0,2013-01-28 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5680,3396,486,Top Down Raglan - Bulky - Round Neck - Grownups,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,2013-01-28 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5681,3397,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5683,3399,417,After Five Easy Elegance (Dresses),,1,23,14.95,14.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5684,3400,483,Top Down Raglan - Standard - V Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5685,3400,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5686,3400,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5687,3400,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5688,3401,470,Need a Plus Cardigan?,,1,26,18.95,18.95,,each,Printed Books/DVD,0.50,0,Book,0,2013-01-28 00:00:00.000,9405511201080829243187,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5689,3402,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5690,3403,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5692,3405,422,Signature Hats and Caps,,1,23,9.95,9.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5693,3406,346,Swan Socks,,1,22,12.95,12.95,,,eBooks,0.00,0,eBook,0,2013-01-28 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5694,3407,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5695,3408,487,Top Down Raglan - Bulky - V Neck - Babies and Kids,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5696,3408,483,Top Down Raglan - Standard - V Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5697,3409,487,Top Down Raglan - Bulky - V Neck - Babies and Kids,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,2013-01-27 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5698,3409,476,Garter Carriage Knits ... and Purls,,1,27,20.95,20.95,,each,Printed Books/DVD,0.14,0,Book,0,2013-01-27 00:00:00.000,lj 854320852 US,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5699,3409,482,Top Down Raglan - Bulky - Round Neck - Babies and Kids,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,2013-01-27 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5700,3409,462,The Perfect T-Shirt Pattern,,1,25,12.00,12.00,,each,Printed Books/DVD,0.13,0,Each,0,2013-01-27 00:00:00.000,lj 854320852 US,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5701,3410,483,Top Down Raglan - Standard - V Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5702,3410,425,Top Down Raglan - Standard - Round Neck - for Everyone,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5703,3411,482,Top Down Raglan - Bulky - Round Neck - Babies and Kids,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5704,3412,346,Swan Socks,,1,22,12.95,12.95,,,eBooks,0.00,0,eBook,0,2013-01-28 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5705,3413,418,A Shirt for All Seasons,0,1,23,0.00,0.00,Purchased eBook with Credits,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5708,3416,455,Learn Contemporary Cables,,1,24,27.95,27.95,,,eBooks,0.00,0,eBook,0,2013-01-30 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5709,3417,484,Top Down Raglan - Bulky - V Neck - Adults,,1,23,18.95,18.95,,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5711,3419,482,Top Down Raglan - Bulky - Round Neck - Babies and Kids,0,1,23,0.00,0.00,This is a test - lykme,each,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5712,3420,348,Yeoman Panama,Haze 220,1,17,29.95,29.95,,per cone,Coned Yarn,1.00,0,Cone(s),0,2013-02-12 00:00:00.000,9405511201080845149906,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5713,3420,350,Yeoman Cannele,Sage 21,2,17,22.95,45.90,,245 gram cone,Coned Yarn,1.00,0,Cone(s),0,2013-02-12 00:00:00.000,9405511201080845149906,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5714,3421,470,Need a Plus Cardigan?,,1,26,18.95,18.95,,each,Printed Books/DVD,0.50,0,Book,0,2013-01-29 00:00:00.000,9405511201080821514636,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5715,3422,470,Need a Plus Cardigan?,,1,26,18.95,18.95,,each,Printed Books/DVD,0.50,0,Book,0,2013-01-30 00:00:00.000,9405511201080821752861,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5718,3425,401,Yeoman Silk Bourette,Natural,2,17,19.95,39.90,,pound,Coned Yarn,1.00,0,Cone(s),0,2013-02-04 00:00:00.000,,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5719,3426,470,Need a Plus Cardigan?,,1,26,18.95,18.95,,each,Printed Books/DVD,0.50,0,Book,0,2013-01-30 00:00:00.000,9400111201080897726787,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5720,3427,474,Cut 'n Sew Neckline template,0,1,23,0.00,0.00,Thank you for your subscription,,eBooks,0.00,0,eBook,0,NULL,NULL,1,NULL,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
5721,3428,470,Need a Plus Cardigan?,,1,16,18.95,18.95,,each,Printed Books/DVD,0.20,0,Book,0,2013-01-30 00:00:00.000,LJ 855104421US,1,USPS,1,NULL,NULL,NULL,0,0,0.00,NULL,NULL
